name,alternatename,street,address,contact_no
佐志田倉庫,サシダソウコ,Akihabara Station,"神田須田町2丁目5-2<br>Chiyoda, 東京都 〒<br>101-0041<br>Japan",03 3251 8291
磯田産業,イソダサンギヨウ,Higashi-sumida,"東墨田3丁目1112<br>Sumida, 東京都 〒<br>131-0042<br>Japan",03 3617 3720
京神倉庫東京本部事務所,ケイシンソウコトウキョウホンブジムショ,Hamamatsucho Station,"芝大門2丁目12-8<br>Minato, 東京都 〒<br>105-0012<br>Japan",03 3578 9841
光村商事倉庫,ミツムラシヨウジソウコ,null,"南大井5丁目10-2<br>Shinagawa, 東京都 〒<br>140-0013<br>Japan",03 3763 2291
住友倉庫東京大井営業所大井コンテナセンター,スミトモソウコトウキョウシテンオオイエイギョウショオオイコンテナセンター • 住友倉庫東京大井営業所大井Kontenasentā,null,"東海4丁目5-18<br>Ōta, 東京都 〒<br>143-0001<br>Japan",03 3790 1411
日立物流本社,ヒタチブツリュウホンシャ,null,"東陽7丁目218<br>Koto, 東京都 〒<br>135-0016<br>Japan",03 5634 0333
ライゼボックスライゼ内神田ライゼボックス,ライゼボックスライゼウチカンダライゼボックス • Raizebokkusuraize内神田Raizebokkusu,"Kandatsukasamachi, Kanda Station","内神田2丁目16-13<br>Chiyoda, 東京都 〒<br>101-0047<br>Japan",03 5294 1265
日本梱包運輸倉庫経理部,ニホンコンポウウンユソウコケイリブ,null,"明石町6-17<br>Chūō, 東京都 〒<br>104-0044<br>Japan",03 3546 3605
米山材木店梅島倉庫,ヨネヤマザイモクテンウメジマソウコ,Umejima Station,"梅島1丁目46<br>Adachi, 東京都 〒<br>121-0816<br>Japan",03 3886 7113
佐藤商事東雲倉庫,サトウショウジシノノメソウコ,null,"東雲2丁目11-30<br>Koto, 東京都 〒<br>135-0062<br>Japan",03 3529 0241
杉村倉庫東京事務所,スギムラソウコトウキョウジムショ,Tokyo Station,"日本橋1丁目2-10<br>Chūō, 東京都 〒<br>103-0027<br>Japan",03 3272 2441
中野金属第４倉庫,ナカノキンゾクダイヨンソウコ,"Inaricho Station, Shin Okachimachi Station, Keisei Ueno Station","元浅草1丁目16-14<br>Taitō, 東京都 〒<br>111-0041<br>Japan",03 3842 4548
浅見運輸倉庫,アサミウンユソウコ,null,"駒沢5丁目15-11<br>Setagaya, 東京都 〒<br>154-0012<br>Japan",03 3701 1121
二葉本社,フタバホンシャ,Shinagawa Station,"高輪3丁目19-15<br>Minato, 東京都 〒<br>108-0074<br>Japan",03 3473 8210
新興運輸倉庫東京営業所,シンコウウンユソウコトウキョウエイギョウショ,Shibaura-futo Station,"海岸3丁目21-23<br>Minato, 東京都 〒<br>108-0022<br>Japan",03 3452 8751
秋元運輸倉庫芝浦営業所,アキモトウンユソウコシバウラエイギョウショ,Shibaura-futo Station,"海岸3丁目30-1<br>Minato, 東京都 〒<br>108-0022<br>Japan",03 3451 3711
アルフア冷蔵,アルフアレイゾウ • Arufua冷蔵,Ryutsu Center Station,"平和島6丁目2-1<br>Ōta, 東京都 〒<br>143-0006<br>Japan",03 3764 4161
菱重コールドチェーン,リョウジュウコールドチェーン • 菱重Kōrudochēn,Kanda Nishiki-cho,"内神田1丁目5-4<br>Chiyoda, 東京都 〒<br>101-0047<br>Japan",03 5259 2051
横浜倉庫東京,ヨコハマソウコトウキョウシテン,null,"青海4丁目4-6<br>Koto, 東京都 〒<br>135-0064<br>Japan",03 3520 2242
リケン物流センター,リケンブツリュウセンター • Riken物流Sentā,null,"南葛西4丁目12-6<br>Edogawa, 東京都 〒<br>134-0085<br>Japan",03 3675 1531
睦商事,ムツミシヨウジ,null,"海辺7-1<br>Koto, 東京都 〒<br>135-0012<br>Japan",03 3645 6644
ケイエストランクルーム,Keiesutorankurūmu,"Nishidai Station, Hasune Station","蓮根3丁目12-1<br>Itabashi, 東京都 〒<br>174-0046<br>Japan",0120 12 3447
ストレージプラス,Sutorējipurasu,"Nishi-Shinbashi, Uchisaiwaicho Station, Kasumigaseki Station","西新橋1丁目1-15<br>Minato, 東京都 〒<br>105-0003<br>Japan",0120 74 7909
健和商工,ケンワショウコウ,Higashi-hokima,"南花畑2丁目31-7<br>Adachi, 東京都 〒<br>121-0062<br>Japan",03 3850 6455
川西倉庫東京営業部,カワニシソウコトウキヨウエイギヨウブ,null,"八丁堀3丁目14-2<br>Chūō, 東京都 〒<br>104-0032<br>Japan",03 3523 6700
トランクルーム文京マイトランク受付センター,トランクルームブンキョウマイトランクウケツケセンター • Torankurūmu文京Maitoranku受付Sentā,Hakusan Station,"白山5丁目1-18<br>Bunkyo, 東京都 〒<br>112-0001<br>Japan",03 3816 0190
Inaba96 Premium Closet,Inaba96プレミアムクローゼット • イナバ９６プレミアムクローゼット,null,"西蒲田7丁目61番1号<br>Kawaguchi, 埼玉県 〒<br>332-0006<br>Japan",0120 17 8161
八ツ田工業倉庫,ヤツダコウギヨウソウコ • 八Tsu田工業倉庫,Oji Kamiya Station,"豊島8丁目18-6<br>Kita, 東京都 〒<br>114-0003<br>Japan",03 3913 3723
タイガー無線倉庫,タイガームセンソウコ • Taigā無線倉庫,Akihabara Station,"外神田1丁目14-3<br>Chiyoda, 東京都 〒<br>101-0021<br>Japan",03 3253 3049
小林海苔店倉庫,コバヤシノリテンソウコ,Shinnakano Station,"中央4丁目2-11<br>Nakano, 東京都 〒<br>164-0011<br>Japan",03 3382 7330
中央交易東京倉庫,チユウオウコウエキトウキヨウソウコ,null,"西保木間3丁目16-21<br>Adachi, 東京都 〒<br>121-0812<br>Japan",03 3883 0023
守半海苔店倉庫,モリハンノリテンソウコ,Omori Station,"大森北1丁目29-3<br>Ōta, 東京都 〒<br>143-0016<br>Japan",03 3761 6914
小田急クローゼット千歳船橋,オダキュウクローゼットチトセフナバシ • 小田急Kurōzetto千歳船橋,Chitosefunabashi Station,"桜丘5丁目47-45<br>Setagaya, 東京都 〒<br>156-0054<br>Japan",03 5450 7780
ＫＣロジスティクス東京流通センター,ケイシイロジスティクストウキョウリュウツウセンター • Ｋｃrojisutikusu東京流通Sentā,Horikiri Station,"墨田5丁目17-4<br>Sumida, 東京都 〒<br>131-0031<br>Japan",03 3614 3181
升本倉庫,マスモトソウコ,"Nishi-Shinbashi, Kasumigaseki Station","虎ノ門1丁目11-13<br>Minato, 東京都 〒<br>105-0001<br>Japan",03 3597 1222
大日運輸倉庫,ダイニチウンユソウコ,Ukitacho,"北葛西5丁目28-21<br>Edogawa, 東京都 〒<br>134-0081<br>Japan",03 3686 5261
安田倉庫大井営業所,ヤスダソウコオオイエイギヨウシヨ,null,"東海4丁目5-8<br>Ōta, 東京都 〒<br>143-0001<br>Japan",03 3790 4941
長島倉庫,ナガシマソウコ,Haruecho,"西瑞江3丁目14-12<br>Edogawa, 東京都 〒<br>132-0015<br>Japan",03 3679 0301
スリーアイ,Surīai,null,"上池台3丁目44-3<br>Ōta, 東京都 〒<br>145-0064<br>Japan",03 3728 1738
トミザワ２号倉庫,トミザワニゴウソウコ • Tomizawa２号倉庫,Kasai station,"東葛西7丁目22-6<br>Edogawa, 東京都 〒<br>134-0084<br>Japan",03 3675 4441
富士倉庫運輸東京ＦＡＣＥ営業所,フジソウコウンユトウキヨウシテンフエイスエイギョウショ,null,"枝川1丁目10-24<br>Koto, 東京都 〒<br>135-0051<br>Japan",03 5690 5501
倉庫会館,ソウコカイカン,null,"永代1丁目13-3<br>Koto, 東京都 〒<br>135-0034<br>Japan",03 3641 0335
東京荷役管理本社,トウキョウニヤクカンリホンシャ,null,"辰巳1丁目510<br>Koto, 東京都 〒<br>135-0053<br>Japan",03 3521 3301
マルハ物流ネツト関東支社大井第２物流センター,マルハブツリュウネツトカントウシシャオオイダイニブツリュウセンター • Maruha物流Netsuto関東支社大井第２物流Sentā,null,"東海5丁目3-2<br>Ōta, 東京都 〒<br>143-0001<br>Japan",03 3790 1311
平野通信機材江東物流センター,ヒラノツウシンキザイコウトウブツリュウセンター • 平野通信機材江東物流Sentā,null,"佐賀1丁目14-13<br>Koto, 東京都 〒<br>135-0031<br>Japan",03 3820 1191
日刊スポーツロジテム千石物流センター,ニッカンスポーツロジテムセンゴクブツリュウセンター • 日刊Supōtsurojitemu千石物流Sentā,null,"千石1丁目5-4<br>Koto, 東京都 〒<br>135-0015<br>Japan",03 3699 1059
安田倉庫情報システム部,ヤスダソウコジヨウホウシステムブ • 安田倉庫情報Shisutemu部,Shibaura-futo Station,"海岸3丁目3-8<br>Minato, 東京都 〒<br>108-0022<br>Japan",03 3452 7327
バンダイロジパル四つ木営業所,バンダイロジパルヨツギエイギョウショ • Bandairojiparu四つ木営業所,Higashi-yotsugi,"東四つ木4丁目42-5<br>Katsushika, 東京都 〒<br>124-0014<br>Japan",03 3695 5155
安田倉庫芝浦営業所,ヤスダソウコシバウラエイギヨウシヨ,Shibaura-futo Station,"海岸3丁目23-32<br>Minato, 東京都 〒<br>108-0022<br>Japan",03 3452 1373
日本製紙物流有明第２倉庫,ニホンセイシブツリュウアリアケダイニソウコ,null,"有明4丁目2-8<br>Koto, 東京都 〒<br>135-0063<br>Japan",03 3529 2411
ライゼボックス・ライゼ半蔵門１ライゼボックス,ライゼボックスライゼハンゾウモンイチライゼボックス • Raizebokkusu・Raize半蔵門１Raizebokkusu,Hanzomon Station,"麹町1丁目6-3<br>Chiyoda, 東京都 〒<br>102-0083<br>Japan",03 5213 7001
梅田運輸倉庫東京,ウメダウンユソウコトウキョウシテン,Kanda Nishiki-cho,"内神田1丁目3-9<br>Chiyoda, 東京都 〒<br>101-0047<br>Japan",03 5282 0011
横浜冷凍山内物流センター,ヨコハマレイトウヤマノウチブツリュウセンター • 横浜冷凍山内物流Sentā,null,"山内町11<br>横浜市 神奈川区, 神奈川県 〒<br>221-0054<br>Japan",045 461 6421
日本ロジステック若洲倉庫,ニッポンロジステックワカスソウコ • 日本Rojisutekku若洲倉庫,null,"若洲2丁目5-11<br>Koto, 東京都 〒<br>136-0083<br>Japan",03 3522 0091
日本トランスシティ関東支社東京営業課,ニホントランスシティカントウシシャトウキョウシテンエイギョウカ • 日本Toransushiti関東支社東京営業課,Shinagawa Station,"高輪3丁目23-17<br>Minato, 東京都 〒<br>108-0074<br>Japan",03 6409 0381
濃飛倉庫運輸東京京浜営業所,ノウヒソウコウンユトウキョウシテンケイヒンエイギョウショ,Ryutsu Center Station,"平和島3丁目5-1<br>Ōta, 東京都 〒<br>143-0006<br>Japan",03 3765 3341
日和運輸倉庫大森営業所,ニチワウンユソウコオオモリエイギヨウシヨ,Omoriminami,"大森東5丁目3727<br>Ōta, 東京都 〒<br>143-0012<br>Japan",03 3765 5081
横浜冷凍東京第２物流センター,ヨコハマレイトウトウキョウダイニブツリュウセンター • 横浜冷凍東京第２物流Sentā,null,"八潮2丁目2-6<br>Shinagawa, 東京都 〒<br>140-0003<br>Japan",03 3790 4501
エーオーアイ,Ēōai,Tabata Station,"東田端1丁目6-14<br>Kita, 東京都 〒<br>114-0013<br>Japan",03 3810 5550
メディコン東京物流センター,メディコントウキョウブツリュウセンター • Medikon東京物流Sentā,null,"新砂2丁目4-10<br>Koto, 東京都 〒<br>136-0075<br>Japan",03 5635 5020
オーティーエス葛西センター,オーティーエスカサイセンター • Ōtīesu葛西Sentā,Minamikasai,"南葛西5丁目161<br>Edogawa, 東京都 〒<br>134-0085<br>Japan",03 5605 5500
マルハ物流ネット関東支社城南島物流センター,マルハブツリュウネットカントウシシャジョウナンジマブツリュウセンター • Maruha物流Netto関東支社城南島物流Sentā,null,"城南島6丁目1-4<br>Ōta, 東京都 〒<br>143-0002<br>Japan",03 3799 7711
南部流通,ナンブリユウツウ,null,"下馬3丁目3-18<br>Setagaya, 東京都 〒<br>154-0002<br>Japan",03 3424 7425
ホーブ新木場物流センター,ホーブシンキバブツリュウセンター • Hōbu新木場物流Sentā,null,"新木場1丁目14-4<br>Koto, 東京都 〒<br>136-0082<br>Japan",03 3522 6663
日東珈琲食品倉庫,ニットウコーヒーショクヒンソウコ,null,"新富2丁目11-10<br>Chūō, 東京都 〒<br>104-0041<br>Japan",03 3553 2343
ショウレイ,Shourei,null,"日の出2丁目20-2<br>Funabashi, 千葉県 〒<br>273-0015<br>Japan",0474 35 1164
伊東屋物流センター,イトウヤブツリュウセンター • 伊東屋物流Sentā,null,"新砂3丁目10-8<br>Koto, 東京都 〒<br>136-0075<br>Japan",03 5632 1108
日本埠頭倉庫,ニホンフトウソウコ,Tokyo Station,"京橋1丁目3-3<br>Chūō, 東京都 〒<br>104-0031<br>Japan",03 3275 1781
アルプス物流,アルプスブツリユウ • Arupusu物流,null,"東海4丁目9―12<br>Ōta, 東京都 〒<br>143-0001<br>Japan",03 3790 0056
ライゼボックス・ライゼ浅草ライゼボックス,ライゼボックスライゼアサクサツーライゼボックス • Raizebokkusu・Raize浅草Raizebokkusu,null,"浅草5丁目29-4<br>Taitō, 東京都 〒<br>111-0032<br>Japan",03 3875 7517
泉興産（倉庫）東京本社,イズミコウサントウキヨウホンシヤ,null,"勝どき4丁目5-17<br>Chūō, 東京都 〒<br>104-0054<br>Japan",03 3532 5111
安田倉庫本社,ヤスダソウコホンシャ,Shibaura-futo Station,"海岸3丁目3-8<br>Minato, 東京都 〒<br>108-0022<br>Japan",03 3452 7311
東京コンテナサービス,トウキョウコンテナサービス • 東京Kontenasābisu,Takenotsuka station,"西竹の塚1丁目19-7<br>Adachi, 東京都 〒<br>121-0822<br>Japan",0120 85 1074
中島倉庫本社営業所,ナカジマソウコホンシャエイギョウジョ,Shinjuku,"新宿4丁目12-6<br>Katsushika, 東京都 〒<br>125-0051<br>Japan",03 3627 7251
東京倉庫実業,トウキョウソウコジツギョウ,null,"東葛西9丁目3-2<br>Edogawa, 東京都 〒<br>134-0084<br>Japan",03 3689 8951
トランクルームＮｏｒｉｃｏ,トランクルームノリコ • Torankurūmuｎｏｒｉｃｏ,Nerima Station,"豊玉上2丁目27-16<br>Nerima, 東京都 〒<br>176-0011<br>Japan",0120 39 9045
ジェイ・ピイ・ロジスティクス,ジェイピイロジスティクス • Jei・Pii・Rojisutikusu,null,"日本橋小舟町13-3<br>Chūō, 東京都 〒<br>103-0024<br>Japan",03 5651 0050
ＤＮＰロジスティクス神谷倉庫,ディエヌピイロジスティクスカミヤソウコ • Ｄｎｐrojisutikusu神谷倉庫,Akabane Station,"神谷2丁目51-12<br>Kita, 東京都 〒<br>115-0043<br>Japan",03 3903 8731
川光倉庫,カワミツソウコ,null,"市川2丁目15-8<br>Ichikawa, 千葉県 〒<br>272-0034<br>Japan",0120 26 0185
エヌエスサービス大井事業所,エヌエスサービスオオイジギョウショ • Enuesusābisu大井事業所,null,"東海5丁目3-2<br>Ōta, 東京都 〒<br>143-0001<br>Japan",03 5755 8673
トランクルーム・かえるＢＯＸ,トランクルームカエルボックス • Torankurūmu・かえるＢｏｘ,null,"平沼1丁目13-14<br>横浜市 西区, 神奈川県 〒<br>220-0023<br>Japan",0120 85 8269
若洲本社,ワカスホンシャ,null,"若洲2丁目3-7<br>Koto, 東京都 〒<br>136-0083<br>Japan",03 3522 3041
アイリン東京物流センター,アイリントウキョウブツリュウセンター • Airin東京物流Sentā,Iriya,"入谷4丁目21-12<br>Adachi, 東京都 〒<br>121-0836<br>Japan",03 5838 7611
アルファトランク表参道,アルファトランクオモテサンドウ • Arufatoranku表参道,Nishi-azabu,"南青山5丁目10-6<br>Minato, 東京都 〒<br>107-0062<br>Japan",03 3486 5599
東和レコードサービス足立商品管理センター倉庫,トウワレコードサービスアダチショウヒンカンリセンターソウコ • 東和Rekōdosābisu足立商品管理Sentā倉庫,Hozukacho,"東保木間1丁目1-2<br>Adachi, 東京都 〒<br>121-0063<br>Japan",03 3885 4311
栄鋼管浦安第一倉庫,サカエコウカンウラヤスダイイチソウコ,null,"鉄鋼通り1丁目1-7<br>Urayasu, 千葉県 〒<br>279-0025<br>Japan",047 390 6616
イヌイ倉庫倉庫事業部葛西倉庫,イヌイソウコソウコジギョウブカサイソウコ • Inui倉庫倉庫事業部葛西倉庫,Kasairinkaikoen Station,"臨海町3丁目51<br>Edogawa, 東京都 〒<br>134-0086<br>Japan",03 3878 0211
安田倉庫大井埠頭営業所,ヤスダソウコオオイフトウエイギョウショ,null,"東海5丁目41<br>Ōta, 東京都 〒<br>143-0001<br>Japan",03 3799 9511
三興,サンコウ,Akabane-iwabuchi Station,"岩渕町39-28<br>Kita, 東京都 〒<br>115-0041<br>Japan",03 3902 2536
Quraz Higashi Shinjuku,キュラーズ東新宿店 • キュラーズヒガシシンジュクテン,"Higashi-Shinjuku Station, Seibu Shinjuku Station, Shinokubo Station, Okubo Station","歌舞伎町2-16-9<br>Shinjuku, 東京都 〒<br>160-0021<br>Japan",0120 15 9771
